,Article DOI
1613,10.1016/j.dyepig.2009.04.005
1614,10.1016/j.dyepig.2009.04.005
1615,10.1016/j.dyepig.2009.04.005
1616,10.1016/j.dyepig.2009.04.005
1617,10.1016/j.dyepig.2009.04.005
1618,10.1016/j.dyepig.2009.04.005
1619,10.1016/j.dyepig.2009.04.005
1620,10.1016/j.dyepig.2009.04.005
1621,10.1016/j.dyepig.2009.04.005
1622,10.1016/j.dyepig.2009.04.005
1623,10.1016/j.dyepig.2009.04.005
1624,10.1016/j.dyepig.2009.04.005
1625,10.1016/j.dyepig.2009.04.005
1626,10.1016/j.dyepig.2009.04.005
1627,10.1016/j.dyepig.2009.04.005
1628,10.1016/j.dyepig.2009.04.005
1629,10.1016/j.dyepig.2009.04.005
1630,10.1016/j.orgel.2012.07.021
1631,10.1021/jp909786k
1632,10.1021/jp909786k
1633,10.1021/jp909786k
1634,10.1021/jp909786k
1635,10.1021/jp909786k
1636,10.1021/jp909786k
1637,10.1021/jp909786k
1638,10.1021/jp909786k
1639,10.1021/jp909786k
1640,10.1021/jp909786k
1641,10.1021/jp909786k
1642,10.1021/jp909786k
1643,10.1021/sc500234a
1644,10.1021/sc500234a
1645,10.1021/sc500234a
1646,10.1021/sc500234a
1647,10.1021/sc500234a
1648,10.1021/sc500234a
1649,10.1021/sc500234a
1650,10.1016/j.dyepig.2011.09.003
1651,10.1016/j.dyepig.2011.09.003
1652,10.1021/jp210971u
1653,10.1021/jp210971u
1654,10.1021/jp210971u
1655,10.1021/jp210971u
1656,10.1039/c2jm33833e
1657,10.1039/c2jm33833e
1658,10.1039/c2jm33833e
1659,10.1039/c2jm33833e
1660,10.1039/c2jm33833e
1661,10.1039/c2jm33833e
1662,10.1039/c2jm33833e
1663,10.1039/c2jm33833e
1664,10.1039/c2jm33833e
1665,10.1016/j.dyepig.2013.03.015
1666,10.1016/j.dyepig.2013.03.015
1667,10.1016/j.dyepig.2013.03.015
1668,10.1016/j.dyepig.2013.03.015
1669,10.1016/j.dyepig.2013.03.015
1670,10.1016/j.orgel.2010.10.016
1671,10.1016/j.orgel.2010.10.016
1672,10.1016/j.orgel.2010.10.016
1673,10.1016/j.dyepig.2011.11.008
1674,10.1016/j.dyepig.2011.11.008
1675,10.1021/am403668d
1676,10.1021/sc500234a
1677,10.1021/sc500234a
1678,10.1021/sc500234a
1679,10.1021/sc500234a
1680,10.1039/c4ra07967a
1681,10.1016/j.dyepig.2012.06.004
1682,10.1039/c4ra07967a
1683,10.1039/c4ra07967a
1684,10.1039/c4ra07967a
1685,10.1039/c4ra07967a
1686,10.1039/c4ra07967a
1687,10.1039/c4ra07967a
1688,10.1039/c4ra07967a
1689,10.1039/c2cp42993d
1690,10.1039/c2cp42993d
1691,10.1039/c2cp42993d
1692,10.1039/c2jm31929b
1693,10.1039/c2jm31929b
1694,10.1039/c2jm31929b
1695,10.1039/c2jm31929b
1696,10.1039/c2jm31929b
1697,10.1039/c2jm31929b
1698,10.1016/j.tet.2014.04.039
1699,10.1021/jp400011w
1700,10.1016/j.dyepig.2013.08.023
1701,10.1016/j.dyepig.2013.08.023
1702,10.1016/j.dyepig.2013.08.023
1703,10.1021/jp800953s
1704,10.1021/jp800953s
1705,10.1021/jp800953s
1706,10.1021/jp800953s
1707,10.1021/jp800953s
1708,10.1016/j.dyepig.2008.10.012
1709,10.1021/jp800953s
1710,10.1021/jp800953s
1711,10.1021/jp800953s
1712,10.1021/jp800953s
1713,10.1021/jp800953s
1714,10.1016/j.dyepig.2010.03.029
1715,10.1016/j.dyepig.2010.03.029
1716,10.1016/j.dyepig.2010.03.029
1717,10.1002/adfm.200800516
1718,10.1002/adfm.200800516
1719,10.1016/j.tet.2012.04.104
1720,10.1016/j.tet.2012.04.104
1721,10.1021/jp8108573
1722,10.1021/jp8108573
1723,10.1021/jp8108573
1724,10.1021/jp8108573
1725,10.1021/jp800953s
1726,10.1021/jp800953s
1727,10.1021/jp800953s
1728,10.1021/jp800953s
1729,10.1021/jp800953s
1730,10.1021/jp400011w
1731,10.1016/j.dyepig.2008.10.012
1732,10.1016/j.dyepig.2008.10.012
1733,10.1021/cm703459p
1734,10.1016/j.dyepig.2008.10.012
1735,10.1016/j.dyepig.2008.10.012
1736,10.1016/j.dyepig.2008.10.012
1737,10.1016/j.dyepig.2013.10.045
1738,10.1016/j.dyepig.2013.10.045
1739,10.1016/j.dyepig.2013.10.045
1740,10.1016/j.dyepig.2013.10.045
1741,10.1016/j.dyepig.2013.10.045
1742,10.1021/am300925e
1743,10.1021/am300925e
1744,10.1021/am300925e
1745,10.1021/am300925e
1746,10.1021/am300925e
1747,10.1021/am300925e
1748,10.1021/am300925e
1749,10.1021/am300925e
1750,10.1021/am300925e
1751,10.1016/j.solmat.2013.10.035
1752,10.1016/j.solmat.2013.10.035
1753,10.1016/j.orgel.2013.05.011
1754,10.1016/j.dyepig.2013.01.009
1755,10.1016/j.dyepig.2013.01.009
1756,10.1016/j.dyepig.2013.01.009
1757,10.1016/j.dyepig.2013.01.009
1758,10.1039/c4ta06705c
1759,10.1039/c4ta06705c
1760,10.1039/c4ta06705c
1761,10.1039/c4ta06705c
1762,10.1039/c4ta06705c
1763,10.1039/c4ta06705c
1764,10.1016/j.jpowsour.2013.08.034
1765,10.1016/j.jpowsour.2013.08.034
1766,10.1016/j.synthmet.2013.02.010
1767,10.1016/j.synthmet.2013.02.010
1768,10.1016/j.synthmet.2013.02.010
1769,10.1016/j.synthmet.2013.02.010
1770,10.1016/j.synthmet.2013.02.010
1771,10.1016/j.synthmet.2013.02.010
1772,10.1016/j.synthmet.2013.02.010
1773,10.1016/j.synthmet.2013.02.010
1774,10.1016/j.synthmet.2013.02.010
1775,10.1016/j.synthmet.2013.02.010
1776,10.1016/j.dyepig.2014.01.012
1777,10.1016/j.dyepig.2014.01.012
1778,10.1016/j.dyepig.2014.01.012
1779,10.1021/jp4124265
1780,10.1021/jp4124265
1781,10.1021/jp900972v
1782,10.1016/j.synthmet.2011.06.001
1783,10.1016/j.jpowsour.2013.08.034
1784,10.1021/jp4124265
1785,10.1021/jp808275z
1786,10.1021/jp808275z
1787,10.1021/jp808275z
1788,10.1021/jp808275z
1789,10.1016/j.dyepig.2011.11.005
1790,10.1016/j.dyepig.2014.07.017
1791,10.1016/j.dyepig.2014.09.019
1792,10.1016/j.dyepig.2014.09.019
1793,10.1016/j.dyepig.2012.06.004
1794,10.1016/j.dyepig.2014.09.019
1795,10.1016/j.dyepig.2014.09.019
1796,10.1016/j.dyepig.2014.09.019
1797,10.1016/j.dyepig.2014.09.019
1798,10.1021/am500575s
1799,10.1021/am500575s
1800,10.1016/j.dyepig.2013.06.014
1801,10.1016/j.dyepig.2013.06.014
1802,10.1016/j.dyepig.2013.06.014
1803,10.1016/j.dyepig.2013.06.014
1804,10.1021/jp106275v
1805,10.1021/jp106275v
1806,10.1021/jp106275v
1807,10.1016/j.jpowsour.2008.12.026
1808,10.1039/c5cc07105d
1809,10.1039/c5cc07105d
1810,10.1039/c5cc07105d
1811,10.1039/c5cc07105d
1812,10.1039/c5cc07105d
1813,10.1039/c5cc07105d
1814,10.1039/c5cc07105d
1815,10.1039/c5cc07105d
1816,10.1039/c5cc07105d
1817,10.1039/c5cc07105d
1818,10.1016/j.tetlet.2013.04.012
1819,10.1039/c5cc07105d
1820,10.1039/c5cc07105d
1821,10.1039/c5qo00377f
1822,10.1039/c5qo00377f
1823,10.1039/c5qo00377f
1824,10.1039/c5ra15184h
1825,10.1039/c5ra15184h
1826,10.1039/c5ra15184h
1827,10.1039/c5ra15184h
1828,10.1039/c5ra15184h
1829,10.1039/c5ra25938j
1830,10.1039/c5ra25938j
1831,10.1039/c5ra25938j
1832,10.1021/jp311378b
1833,10.1021/jp311378b
1834,10.1021/jp311378b
1835,10.1021/jp311378b
1836,10.1021/jp311378b
1837,10.1021/jp311378b
1838,10.1021/jp900972v
1839,10.1021/jp900972v
1840,10.1021/jp900972v
1841,10.1016/j.tet.2007.02.018
1842,10.1016/j.tet.2007.02.018
1843,10.1021/cm703459p
1844,10.1021/cm703459p
1845,10.1021/cm703459p
1846,10.1021/cm703459p
1847,10.1021/cm703459p
1848,10.1021/ol050417f
1849,10.1021/ol050417f
1850,10.1021/ol050417f
1851,10.1021/ol050417f
1852,10.1002/adma.200801178
1853,10.1002/adma.200801178
1854,10.1002/adma.200801178
1855,10.1021/jp101238k
1856,10.1021/jp101238k
1857,10.1021/jp900972v
1858,10.1021/jp900972v
1859,10.1021/jp900972v
1860,10.1021/jp900972v
1861,10.1016/j.tet.2011.09.008
1862,10.1039/c0ee00008f
1863,10.1039/c0ee00008f
1864,10.1039/c0ee00008f
1865,10.1039/c0ee00008f
1866,10.1039/c0ee00008f
1867,10.1039/c0ee00008f
1868,10.1039/c0ee00008f
1869,10.1039/c0ee00008f
1870,10.1016/j.dyepig.2013.08.016
1871,10.1016/j.dyepig.2012.02.016
1872,10.1016/j.dyepig.2012.02.016
1873,10.1016/j.dyepig.2013.01.014
1874,10.1016/j.dyepig.2012.06.004
1875,10.1016/j.tetlet.2013.04.012
1876,10.1016/j.dyepig.2012.03.028
1877,10.1039/c4tc00169a
1878,10.1039/c4tc00169a
1879,10.1039/c4tc00169a
1880,10.1039/c4tc00169a
1881,10.1039/c4tc00169a
1882,10.1039/c4tc00169a
1883,10.1021/jp900972v
1884,10.1039/c2ra01358d
1885,10.1039/c5ra26310g
1886,10.1039/c5ra26310g
1887,10.1039/c5ra26310g
1888,10.1039/c5ra26310g
1889,10.1039/c6cc09178d
1890,10.1039/c6cc09178d
1891,10.1039/c5ra17898c
1892,10.1039/c5ra17898c
1893,10.1039/c5ra17898c
1894,10.1039/c5ra17898c
1895,10.1039/c5ra17898c
1896,10.1039/c5ra17898c
1897,10.1039/c5ra17898c
1898,10.1039/c5ra17898c
1899,10.1039/c5ra17898c
1900,10.1039/c5ta07254a
1901,10.1039/c5ta07254a
1902,10.1002/asia.201201173
1903,10.1039/c5ta07254a
1904,10.1039/c5ta07254a
1905,10.1039/c5ta07254a
1906,10.1016/j.tet.2009.04.024
1907,10.1016/j.tet.2009.04.024
1908,10.1016/j.tet.2009.04.024
1909,10.1016/j.tet.2009.04.024
1910,10.1039/c2ra01358d
1911,10.1039/c5ra26310g
1912,10.1039/c5ta07254a
1913,10.1016/j.tet.2009.04.024
1914,10.1016/j.tet.2009.04.024
1915,10.1016/j.tet.2009.04.024
1916,10.1016/j.tet.2009.04.024
1917,10.1021/jp101238k
1918,10.1021/jp101238k
1919,10.1021/jp101238k
1920,10.1021/jp101238k
1921,10.1021/jp101238k
1922,10.1021/jp101238k
1923,10.1021/jp101238k
1924,10.1021/jp101238k
1925,10.1021/jp101238k
1926,10.1021/jp101238k
1927,10.1021/jp101238k
1928,10.1021/jp101238k
1929,10.1021/cm302250y
1930,10.1021/cm302250y
1931,10.1021/jo200501b
1932,10.1021/jo200501b
1933,10.1021/jo200501b
1934,10.1021/jo200501b
1935,10.1016/j.synthmet.2016.01.024
1936,10.1016/j.synthmet.2016.01.024
1937,10.1016/j.synthmet.2016.01.024
1938,10.1016/j.synthmet.2016.01.024
1939,10.1039/c2ra01358d
1940,10.1021/jp311378b
1941,10.1021/jp311378b
1942,10.1021/jp311378b
1943,10.1021/jp311378b
1944,10.1021/jp311378b
1945,10.1021/jp311378b
1946,10.1021/jp311378b
1947,10.1016/j.dyepig.2017.05.058
1948,10.1016/j.jphotochem.2008.10.018
1949,10.1016/j.jphotochem.2008.10.018
1950,10.1016/j.jphotochem.2008.10.018
1951,10.1002/cplu.201200127
1952,10.1002/cplu.201200127
1953,10.1002/cplu.201200127
1954,10.1002/cplu.201200127
1955,10.1002/cplu.201200127
1956,10.1002/cplu.201200127
1957,10.1002/cplu.201200127
1958,10.1002/asia.201201173
1959,10.1002/asia.201201173
1960,10.1002/asia.201201173
1961,10.1002/asia.201201173
1962,10.1016/j.dyepig.2012.10.002
1963,10.1021/ja066376f
1964,10.1021/ja066376f
1965,10.1021/jp311378b
1966,10.1039/c2ra01358d
1967,10.1007/s10854-016-5146-5
1968,10.1007/s10854-016-5146-5
1969,10.1007/s10854-016-5146-5
1970,10.1007/s10854-016-5146-5
1971,10.1016/j.electacta.2017.09.133
1972,10.1016/j.electacta.2017.09.133
1973,10.1016/j.electacta.2017.09.133
1974,10.1016/j.electacta.2017.09.133
1975,10.1016/j.tetlet.2012.04.052
1976,10.1016/j.tetlet.2012.04.052
1977,10.1016/j.tetlet.2012.04.052
1978,10.1016/j.dyepig.2011.08.014
1979,10.1016/j.dyepig.2011.08.014
1980,10.1016/j.dyepig.2011.08.014
1981,10.1016/j.dyepig.2011.08.014
1982,10.1016/j.jpowsour.2013.05.188
1983,10.1016/j.jpowsour.2013.05.188
1984,10.1016/j.jpowsour.2013.05.188
1985,10.1039/c6cp07335b
1986,10.1039/c6cp07335b
1987,10.1039/c6cp07335b
1988,10.1039/c6cp07335b
1989,10.1039/c6cp07335b
1990,10.1039/c6cp07335b
1991,10.1021/acssuschemeng.6b00706
1992,10.1021/acssuschemeng.6b00706
1993,10.1039/c2ra01358d
1994,10.1039/c2ra01358d
1995,10.1016/j.jphotochem.2011.12.013
1996,10.5012/bkcs.2013.34.5.1533
1997,10.1039/c2jm30200d
1998,10.1039/c2jm30200d
1999,10.1039/c2jm30200d
2000,10.1039/c2jm30200d
2001,10.1039/c2jm30200d
2002,10.1039/c2jm30200d
2003,10.1039/c2jm30200d
2004,10.1039/c2jm30200d
2005,10.1039/c2jm30200d
2006,10.1039/c2jm30200d
2007,10.1039/c2jm30200d
2008,10.1039/c2jm30200d
2009,10.1039/c2jm30200d
2010,10.1016/j.jpowsour.2013.01.127
2011,10.1039/c2jm30200d
2012,10.1039/c2jm30200d
2013,10.1016/j.synthmet.2013.09.039
2014,10.1016/j.dyepig.2013.11.001
2015,10.1016/j.dyepig.2013.11.001
2016,10.1016/j.dyepig.2013.11.001
2017,10.1016/j.tet.2014.02.002
2018,10.1039/c5ra23623a
2019,10.1016/j.jphotochem.2011.12.013
2020,10.1016/j.tet.2014.02.002
2021,10.1016/j.tet.2014.02.002
2022,10.1016/j.tet.2014.02.002
2023,10.1016/j.tet.2014.02.002
2024,10.1016/j.tet.2014.02.002
2025,10.1016/j.jphotochem.2013.12.019
2026,10.1021/jp076992d
2027,10.1021/jp076992d
2028,10.1021/jp076992d
2029,10.1021/jp076992d
2030,10.1002/chem.201500979
2031,10.1002/chem.201500979
2032,10.1002/chem.201500979
2033,10.1002/chem.201500979
2034,10.1002/chem.201500979
2035,10.1016/j.dyepig.2016.06.038
2036,10.1016/j.dyepig.2016.06.038
2037,10.1016/j.dyepig.2016.06.038
2038,10.1016/j.jpowsour.2013.01.127
2039,10.1016/j.jpowsour.2013.01.127
2040,10.1016/j.jpowsour.2013.01.127
2041,10.1016/j.dyepig.2013.03.007
2042,10.1039/c5qi00095e
2043,10.1039/c3cp51633d
2044,10.1039/c3cp51633d
2045,10.1016/j.dyepig.2017.08.022
2046,10.1016/j.dyepig.2017.08.022
2047,10.1002/chem.201500979
2048,10.1016/j.dyepig.2016.06.038
2049,10.1016/j.dyepig.2016.06.038
2050,10.1016/j.dyepig.2016.06.038
2051,10.1016/j.solener.2017.01.016
2052,10.1016/j.solener.2017.01.016
2053,10.1016/j.solener.2017.01.016
2054,10.1016/j.solener.2017.01.016
2055,10.1016/j.solener.2017.01.016
2056,10.1016/j.jpowsour.2016.06.099
2057,10.1016/j.jpowsour.2016.06.099
2058,10.1021/jp304489t
2059,10.1021/jp304489t
2060,10.1021/jp304489t
2061,10.1002/adfm.201001801
2062,10.1021/cm400196w
2063,10.1021/cm400196w
2064,10.1021/ja8024438
2065,10.1021/ja8024438
2066,10.1021/am507824h
2067,10.1021/am507824h
2068,10.1021/am507824h
2069,10.1021/am507824h
2070,10.1021/am507824h
2071,10.1021/am507824h
2072,10.1016/j.dyepig.2017.08.022
2073,10.1002/cssc.201300365
2074,10.1016/j.jphotochem.2011.12.013
2075,10.1016/j.jpowsour.2012.04.084
2076,10.1016/j.jpowsour.2012.04.084
2077,10.1016/j.jpowsour.2012.04.084
2078,10.1016/j.jpowsour.2012.04.084
2079,10.1016/j.jpowsour.2012.04.084
2080,10.1016/j.jpowsour.2012.04.084
2081,10.1039/c3cp51633d
2082,10.1021/acsami.5b06481
2083,10.1021/acsami.5b06481
2084,10.1021/acsami.5b06481
2085,10.1021/acsami.5b06481
2086,10.1021/acsami.5b06481
2087,10.1021/acsami.5b06481
2088,10.1021/acsami.5b06481
2089,10.1021/acsami.5b06481
2090,10.1021/acsami.5b06481
2091,10.1021/acsami.5b06481
2092,10.1021/acsami.5b06481
2093,10.1021/acsami.5b06481
2094,10.1021/acsami.5b06481
2095,10.1021/acssuschemeng.6b00574
2096,10.1021/acssuschemeng.6b00574
2097,10.1021/acssuschemeng.6b00574
2098,10.1021/acssuschemeng.6b00574
2099,10.1021/acssuschemeng.6b00574
2100,10.1021/acssuschemeng.6b00574
2101,10.1016/j.jpowsour.2012.04.084
2102,10.1016/j.jpowsour.2012.04.084
2103,10.1016/j.jpowsour.2012.04.084
2104,10.1016/j.orgel.2013.02.002
2105,10.1002/chem.201504277
2106,10.1039/c1jm10201j
2107,10.1016/j.jphotochem.2011.12.013
2108,10.1016/j.jphotochem.2011.12.013
2109,10.1016/j.jphotochem.2011.12.013
2110,10.1016/j.jpowsour.2012.04.084
2111,10.1016/j.orgel.2013.02.002
2112,10.1016/j.orgel.2013.02.002
2113,10.1016/j.orgel.2013.02.002
2114,10.1021/acs.jpcc.6b07356
2115,10.1002/adfm.201001801
2116,10.1021/am507824h
2117,10.1021/am507824h
2118,10.5012/bkcs.2013.34.4.1081
2119,10.5012/bkcs.2013.34.4.1081
2120,10.1039/c7ta01825h
2121,10.1039/c7ta01825h
2122,10.1039/c7ta01825h
2123,10.1039/c7ta01825h
2124,10.1039/c7ta01825h
2125,10.1039/c7ta01825h
2126,10.1039/c7ta01825h
2127,10.1039/c7ta01825h
2128,10.1039/c6pp00410e
2129,10.1039/c6pp00410e
2130,10.1039/c6pp00410e
2131,10.1021/acs.jpcc.6b07356
2132,10.1002/chem.201504277
2133,10.1021/acssuschemeng.6b00706
2134,10.1021/acssuschemeng.6b00706
2135,10.1021/acssuschemeng.6b00706
2136,10.1021/acssuschemeng.6b00706
2137,10.1021/acsami.5b06404
2138,10.1021/acsami.5b06404
2139,10.1021/acsami.5b06404
2140,10.1021/acsami.5b06404
2141,10.1021/acsami.5b06404
2142,10.1021/acsami.5b06404
2143,10.1021/acsami.5b06404
2144,10.1021/acsami.5b06404
2145,10.1021/acsami.5b06404
2146,10.1021/acsami.5b06404
2147,10.1021/acsami.5b06404
2148,10.1021/acsami.5b06404
2149,10.1021/acsami.5b06404
2150,10.1021/acs.jpcc.7b04623
2151,10.1021/acsami.5b06404
2152,10.1021/acsami.5b06404
2153,10.1021/acs.joc.6b00192
2154,10.1002/asia.201600766
2155,10.1002/asia.201600766
2156,10.1002/asia.201600766
2157,10.1039/c3tc32165g
2158,10.1039/c3tc32165g
2159,10.1002/chem.201504277
2160,10.1016/j.dyepig.2016.09.007
2161,10.1016/j.dyepig.2016.09.007
2162,10.1016/j.dyepig.2016.09.007
2163,10.1021/acs.jpcc.7b01621
2164,10.1021/acs.jpcc.7b01621
2165,10.1021/acs.jpcc.7b01621
2166,10.1021/acs.jpcc.7b01621
2167,10.1021/acs.jpcc.7b01621
2168,10.1021/acs.jpcc.7b01621
2169,10.1021/acs.jpcc.7b01621
2170,10.1021/acs.jpcc.7b01621
2171,10.1021/acs.jpcc.7b01621
2172,10.1021/acs.jpcc.7b01621
2173,10.1021/acs.jpcc.7b01621
2174,10.1039/c2cc35597c
2175,10.1039/c2cc35597c
2176,10.1039/c2cc35597c
2177,10.1039/c2cc35597c
2178,10.1016/j.dyepig.2017.02.017
2179,10.1039/c2cc35597c
2180,10.1016/j.synthmet.2015.03.033
2181,10.1016/j.synthmet.2015.03.033
2182,10.1016/j.synthmet.2015.03.033
2183,10.1016/j.synthmet.2015.03.033
2184,10.1016/j.tetlet.2015.01.156
2185,10.1002/chem.201504277
2186,10.1021/acs.jpcc.7b01621
2187,10.1016/j.tetlet.2015.01.156
2188,10.1016/j.tetlet.2015.01.156
2189,10.1016/j.tetlet.2015.01.156
2190,10.1016/j.cclet.2015.03.008
2191,10.1016/j.cclet.2015.03.008
2192,10.1016/j.cclet.2015.03.008
2193,10.1016/j.tet.2015.03.100
2194,10.1016/j.dyepig.2013.12.024
2195,10.1016/j.dyepig.2013.12.024
2196,10.1016/j.dyepig.2013.12.024
2197,10.1016/j.dyepig.2013.12.024
2198,10.1016/j.cclet.2016.06.042
2199,10.1016/j.cclet.2016.06.042
2200,10.1016/j.cclet.2016.06.042
2201,10.1016/j.orgel.2015.07.019
2202,10.1016/j.orgel.2015.07.019
2203,10.1016/j.dyepig.2017.07.022
2204,10.1016/j.dyepig.2017.07.022
2205,10.1016/j.dyepig.2017.07.022
2206,10.1016/j.dyepig.2017.07.022
2207,10.1016/j.dyepig.2017.07.022
2208,10.1016/j.dyepig.2017.07.022
2209,10.1016/j.dyepig.2017.06.027
2210,10.1002/chem.201504277
2211,10.1002/chem.201504277
2212,10.1002/chem.201504277
2213,10.1002/chem.201504277
2214,10.1016/j.dyepig.2013.04.031
2215,10.1016/j.dyepig.2017.06.027
2216,10.1016/j.dyepig.2017.06.027
2217,10.1016/j.dyepig.2017.06.027
2218,10.1016/j.dyepig.2017.06.027
2219,10.1016/j.dyepig.2017.06.027
2220,10.1016/j.dyepig.2017.06.027
2221,10.1016/j.dyepig.2017.06.027
2222,10.1016/j.dyepig.2017.05.058
2223,10.1016/j.dyepig.2017.05.058
2224,10.1016/j.dyepig.2017.05.058
2225,10.1016/j.dyepig.2017.05.058
2226,10.1016/j.dyepig.2017.05.058
2227,10.1016/j.dyepig.2017.05.058
2228,10.1016/j.orgel.2013.04.046
2229,10.1021/jp3113182
2230,10.1016/j.jpowsour.2009.10.107
2231,10.1016/j.jpowsour.2009.10.107
2232,10.1021/jp305884u
2233,10.1021/jp305884u
2234,10.1021/jp305884u
2235,10.1021/jp305884u
2236,10.1021/jp305884u
2237,10.1021/jp305884u
2238,10.1016/j.dyepig.2013.04.031
2239,10.1016/j.dyepig.2013.04.031
2240,10.1016/j.dyepig.2013.04.031
2241,10.1016/j.saa.2015.03.032
2242,10.1016/j.dyepig.2016.06.048
2243,10.1016/j.tet.2007.08.058
2244,10.1016/j.tet.2007.08.058
2245,10.1016/j.dyepig.2016.09.007
2246,10.1016/j.dyepig.2016.09.007
2247,10.1016/j.orgel.2015.07.019
2248,10.1016/j.dyepig.2017.05.054
2249,10.1016/j.dyepig.2017.05.054
2250,10.1016/j.dyepig.2017.05.054
2251,10.1016/j.dyepig.2017.05.054
2252,10.1016/j.dyepig.2017.05.054
2253,10.1016/j.dyepig.2017.05.054
2254,10.1016/j.dyepig.2017.05.054
2255,10.1016/j.dyepig.2017.05.058
2256,10.1016/j.dyepig.2017.05.058
2257,10.1021/acs.joc.6b00192
2258,10.1016/j.tet.2007.08.058
2259,10.1016/j.electacta.2017.09.133
2260,10.1021/am405686z
2261,10.1021/am405686z
2262,10.1016/j.dyepig.2012.10.002
2263,10.1016/j.dyepig.2013.03.007
2264,10.1016/j.electacta.2017.09.133
2265,10.1016/j.dyepig.2013.12.020
2266,10.1016/j.dyepig.2013.12.020
2267,10.1016/j.dyepig.2013.12.020
2268,10.1016/j.dyepig.2013.12.020
2269,10.1016/j.tetlet.2014.07.034
2270,10.1016/j.tetlet.2014.07.034
2271,10.1016/j.tetlet.2014.07.034
2272,10.1016/j.tetlet.2014.07.034
2273,10.1016/j.tetlet.2014.07.034
2274,10.1021/jp411504p
2275,10.1021/jp411504p
2276,10.1039/c2jm33228k
2277,10.1039/c2jm33228k
2278,10.1039/c2jm33228k
2279,10.1039/c2jm33228k
2280,10.1039/c2jm33228k
2281,10.1021/jp5004352
2282,10.1021/jp5004352
2283,10.1021/jp5004352
2284,10.1021/jp5004352
2285,10.1021/jp5004352
2286,10.1021/jp5004352
2287,10.1021/jo0625150
2288,10.1021/jo0625150
2289,10.1016/j.synthmet.2011.06.001
2290,10.1016/j.synthmet.2011.06.001
2291,10.1016/j.electacta.2017.09.133
2292,10.1016/j.dyepig.2013.12.020
2293,10.1016/j.dyepig.2013.12.020
2294,10.1016/j.synthmet.2011.06.001
2295,10.1016/j.synthmet.2011.06.001
2296,10.1016/j.electacta.2017.09.133
2297,10.1039/c5ra23623a
2298,10.1039/c5ra23623a
2299,10.1039/c5ra23623a
2300,10.1021/acsami.5b08888
2301,10.1021/acsami.5b08888
2302,10.1021/acsami.5b08888
2303,10.1021/acsami.5b08888
2304,10.1021/acsami.5b08888
2305,10.1021/acsami.5b08888
2306,10.1021/am507824h
2307,10.1021/am507824h
2308,10.1021/am507824h
2309,10.1021/am507824h
2310,10.1021/am507824h
2311,10.1021/am507824h
2312,10.1016/j.orgel.2017.07.019
2313,10.1021/am507824h
2314,10.1002/ejoc.201501190
2315,10.1002/ejoc.201501190
2316,10.1016/j.electacta.2017.08.089
2317,10.1016/j.tetlet.2007.02.034
2318,10.1016/j.dyepig.2017.01.026
2319,10.1039/c5ra15100g
2320,10.1039/c5ra15100g
2321,10.1039/c5ra15100g
2322,10.1039/c5ra04283f
2323,10.1039/c5ra04283f
2324,10.1039/c5ra04283f
2325,10.1039/c5ra04283f
2326,10.1016/j.dyepig.2017.01.026
2327,10.1016/j.dyepig.2017.01.026
2328,10.1016/j.dyepig.2017.01.026
2329,10.1016/j.dyepig.2017.01.068
2330,10.1016/j.dyepig.2017.01.068
2331,10.1016/j.dyepig.2017.01.068
2332,10.1016/j.dyepig.2017.01.068
2333,10.1016/j.dyepig.2017.01.068
2334,10.1016/j.dyepig.2017.01.068
2335,10.1016/j.dyepig.2017.01.068
2336,10.1016/j.dyepig.2017.01.068
2337,10.1016/j.dyepig.2017.08.022
2338,10.1016/j.dyepig.2017.08.022
2339,10.1016/j.dyepig.2017.08.022
2340,10.1016/j.mencom.2016.07.006
2341,10.1016/j.dyepig.2017.02.017
2342,10.1016/j.dyepig.2017.02.017
2343,10.1016/j.dyepig.2017.02.017
2344,10.1016/j.dyepig.2016.02.030
2345,10.1016/j.dyepig.2016.02.030
2346,10.1016/j.dyepig.2016.02.030
2347,10.1016/j.dyepig.2016.02.030
2348,10.1016/j.dyepig.2016.02.030
2349,10.1016/j.dyepig.2016.02.030
2350,10.1016/j.dyepig.2016.02.030
2351,10.1016/j.dyepig.2016.02.030
2352,10.1016/j.dyepig.2016.02.030
2353,10.1016/j.dyepig.2016.02.030
2354,10.1016/j.dyepig.2016.02.030
2355,10.1016/j.dyepig.2016.02.030
2356,10.1016/j.dyepig.2016.02.030
2357,10.1016/j.dyepig.2016.02.030
2358,10.1016/j.dyepig.2016.02.030
2359,10.1016/j.dyepig.2016.02.030
2360,10.1016/j.dyepig.2016.02.030
2361,10.1016/j.dyepig.2016.02.030
2362,10.1039/c6qm00271d
2363,10.1039/c6qm00271d
2364,10.1039/c6qm00271d
2365,10.1039/c6qm00271d
2366,10.1039/c6qm00271d
2367,10.1039/c6qm00271d
2368,10.1039/c5ra15100g
2369,10.1016/j.dyepig.2016.02.030
2370,10.1039/c6qm00271d
2371,10.1039/c6qm00271d
2372,10.1016/j.tet.2016.08.006
2373,10.1016/j.tet.2016.08.006
2374,10.1016/j.tet.2016.08.006
2375,10.1016/j.dyepig.2017.02.013
2376,10.1016/j.dyepig.2017.02.013
2377,10.1016/j.dyepig.2017.02.013
2378,10.1016/j.dyepig.2017.02.013
2379,10.1016/j.dyepig.2017.02.013
2380,10.1002/ejoc.201300962
2381,10.1002/ejoc.201300962
